cards,sum
DD8 HA1 CC6,15
CC6 DD8 DA1,15
SS6 SS4 SS5,15
DJ10 DD2 HH3,15
HH7 SS5 CC3,15
HH3 CC7 DD5,15
DD4 SK10 CA1,15
HH3 CC2 DQ10,15
HJ10 CC3 SS2,15
HH7 DD6 CC2,15
HH2 SJ10 CC3,15
HH9 CC4 CC2,15
DD7 SS3 HH5,15
SS5 HH6 DD4,15
SS4 DA1 HQ10,15
SS3 DJ10 SS2,15
DD8 CC4 HH3,15
SJ10 CC2 DD3,15
SS9 HH2 SS4,15
HA1 SS7 SS7,15
CC3 DQ10 SS2,15
HH4 DD9 DD2,15
DD6 CC2 CC7,15
SS7 CC2 CC6,15
CC7 CA1 HH7,15
HH4 DD3 HH8,15
HH5 CC2 DD8,15
DD6 HH4 SS5,15
DD5 CC6 CC4,15
HH4 DD7 SS4,15
HK10 HH4 HA1,15
HH4 HA1 HJ10,15
CK10 HH4 SA1,15
DD4 DD4 HH7,15
HH7 DD4 SS4,15
HH2 SK10 DD3,15
CQ10 CA1 SS4,15
DD5 CC7 HH3,15
CJ10 DD2 DD3,15
HH2 CK10 DD3,15
HH6 HH4 CC5,15
HH2 HQ10 CC3,15
SS2 DJ10 SS3,15
HH2 CQ10 CC3,15
SS4 DD8 SS3,15
HH9 CA1 DD5,15
SS9 SS4 SS2,15
HA1 CC7 HH7,15
CC5 DD5 SS5,15
CC7 DD7 CA1,15
HA1 DD4 HK10,15
SS4 CC8 HH3,15
HK10 DD4 CA1,15
HH3 SQ10 HH2,15
HH5 SS4 DD6,15
HH4 DD8 CC3,15
HH7 HH4 CC4,15
SS3 CC7 DD5,15
CK10 DA1 SS4,15
SJ10 SS2 CC3,15
SA1 DD4 SJ10,15
HH4 HH6 HH5,15
HH7 SS3 HH5,15
DD9 SS2 HH4,15
HH8 CA1 HH6,15
HH5 CC3 SS7,15
HH5 CC5 SS5,15
CC7 HH2 SS6,15
DD5 SS7 DD3,15
DD4 DD9 CC2,15
SS10 DD4 CA1,15
CA1 CC8 DD6,15
HH7 CC3 DD5,15
HH7 CC2 DD6,15
HA1 SQ10 SS4,15
DD8 DD2 CC5,15
SQ10 HH4 CA1,15
CC3 DD4 HH8,15
DD5 SS7 DD3,15
CC2 SS3 DD10,15
SS4 CA1 DD10,15
DD4 SS2 HH9,15
CC2 CC8 SS5,15
CC5 HH6 HH4,15
HJ10 HH4 DA1,15
CJ10 DD3 HH2,15
HH9 CC3 CC3,15
DD3 HH4 HH8,15
SS4 CA1 CK10,15
SS6 CC7 HH2,15
DD6 HH6 HH3,15
DD9 DD5 HA1,15
CA1 HH10 DD4,15
CC3 DD8 CC4,15
CC10 SA1 HH4,15
SS8 HH6 HA1,15
SA1 DD7 DD7,15
HH9 CC3 CC3,15
DQ10 HH4 SA1,15
HH4 CA1 SS10,15
DD3 DD7 DD5,15
DD7 SA1 SS7,15
SS7 HH7 CA1,15
CC9 SS2 SS4,15
SS5 HA1 SS9,15
CA1 SS4 CJ10,15
DD4 SS4 DD7,15
SS3 HH2 HH10,15
CC5 CC4 SS6,15
HK10 CC2 HH3,15
CC2 DJ10 HH3,15
DD4 DQ10 DA1,15
SS2 SS3 DK10,15
SS4 SA1 DD10,15
DA1 HH8 SS6,15
DD3 CC9 DD3,15
CC2 HH10 HH3,15
SS8 CA1 HH6,15
DD3 SJ10 SS2,15
SS5 DD3 CC7,15
HJ10 DD2 DD3,15
SS4 HA1 HK10,15
SS5 SS9 CA1,15
SS5 SS5 CC5,15
DD3 CC4 DD8,15
HH9 CC2 CC4,15
DD4 SS4 HH7,15
HH5 DD3 SS7,15
DD9 CC5 DA1,15
HH2 HJ10 CC3,15
SS3 CC2 HQ10,15
SS7 SS4 HH4,15
CC3 CC8 DD4,15
DD4 HA1 DJ10,15
SS8 HH6 DA1,15
DD6 HH2 HH7,15
DD4 CA1 HJ10,15
SA1 DD9 CC5,15
DK10 CC3 DD2,15
SS8 SS6 DA1,15
SK10 HH2 SS3,15
DD8 HH3 DD4,15
DK10 SA1 HH4,15
CC6 HA1 CC8,15
HH4 DA1 SS10,15
CC5 CA1 CC9,15
SS9 DD5 HA1,15
CC4 SA1 CJ10,15
CC7 SS4 CC4,15
DD5 HA1 SS9,15
HA1 CC4 HK10,15
HA1 DJ10 HH4,15
SA1 CC4 CJ10,15
HA1 DD4 DD10,15
CC6 CC4 SS5,15
HH7 HA1 DD7,15
HH4 SJ10 HA1,15
CC3 DJ10 SS2,15
DD3 HH3 SS9,15
HH3 HJ10 DD2,15
HH3 CK10 SS2,15
DD3 SS7 HH5,15
HH9 SA1 CC5,15
SS2 HH3 HK10,15
DD6 HH2 SS7,15
CA1 SK10 CC4,15
HJ10 HA1 DD4,15
SS5 DD9 CA1,15
DQ10 CC4 HA1,15
DD3 HH4 HH8,15
DD7 DD6 HH2,15
HH7 DD4 CC4,15
SJ10 DD2 SS3,15
CC2 DK10 HH3,15
CC4 SS10 SA1,15
DD4 SA1 SS10,15
SA1 CJ10 DD4,15
HH5 CC7 CC3,15
SS7 CC3 CC5,15
DD2 DD3 SK10,15
DD6 DD6 HH3,15
DD5 CC2 DD8,15
SS2 SS10 HH3,15
SS2 CC7 HH6,15
SA1 DD7 SS7,15
HH5 CC7 DD3,15
SS4 SJ10 HA1,15
CC8 DD5 HH2,15
CC4 DD3 CC8,15
DA1 SS9 SS5,15
SS2 HH3 DK10,15
DD4 DD6 DD5,15
HH2 CJ10 CC3,15
SS6 DD2 HH7,15
CC9 DD4 CC2,15
DD6 DA1 DD8,15
SJ10 DD2 CC3,15
HK10 CA1 CC4,15
CA1 DD10 SS4,15
CC6 HA1 DD8,15
HH2 CC3 DQ10,15
CA1 CC6 SS8,15
HA1 SS10 SS4,15
SS6 SS2 HH7,15
DD4 SA1 HK10,15
CC4 CC3 HH8,15
SS7 DA1 SS7,15
HH8 DD4 HH3,15
HA1 CJ10 HH4,15
HQ10 DA1 HH4,15
DD5 HH7 SS3,15
DK10 CC4 HA1,15
SS4 HK10 SA1,15
DJ10 DD4 SA1,15
DK10 DD4 SA1,15
HH9 HH2 HH4,15
HA1 SJ10 DD4,15
HK10 HH3 HH2,15
HH4 SS7 HH4,15
SS2 DQ10 HH3,15
CC6 CC2 CC7,15
HQ10 DD2 HH3,15
CK10 DA1 DD4,15
CC4 HH7 DD4,15
CC5 DD8 HH2,15
SS8 DD4 SS3,15
CC4 HH8 CC3,15
CC4 DD6 HH5,15
HH4 HH10 SA1,15
HH3 HH7 HH5,15
DD6 HH5 DD4,15
HA1 DK10 CC4,15
SA1 DK10 CC4,15
HH2 SS7 HH6,15
SS4 DJ10 SA1,15
DD9 SS4 DD2,15
DQ10 HH3 SS2,15
DD3 HH4 SS8,15
DD6 DD3 CC6,15
SA1 DD4 CC10,15
DD4 DD3 CC8,15
SS9 CC2 SS4,15
HH9 DD2 DD4,15
CK10 SS3 CC2,15
HH2 DD3 SS10,15
CA1 DD4 DJ10,15
HH8 DD5 DD2,15
SS6 DD6 CC3,15
SJ10 CA1 DD4,15
DJ10 HH3 CC2,15
SS7 CC3 HH5,15
HH4 DA1 CK10,15
HA1 DK10 SS4,15
CC9 HH5 HA1,15
CA1 CC8 HH6,15
SA1 CC9 HH5,15
HH5 CC3 SS7,15
SS5 HH2 DD8,15
SS5 CC4 HH6,15
SS2 HH3 HJ10,15
HH3 SS6 HH6,15
SS7 CC3 HH5,15
SS2 CC6 HH7,15
SS5 CC4 DD6,15
SA1 SS8 DD6,15
HQ10 HA1 HH4,15
HH7 SS3 HH5,15
CC2 CC10 SS3,15
DD10 DD3 SS2,15
DD2 SK10 CC3,15
HH10 HA1 CC4,15
CC3 HQ10 HH2,15
CJ10 DA1 DD4,15
HH4 CC7 SS4,15
CC3 CC8 CC4,15
DD10 HH4 DA1,15
DD2 HQ10 HH3,15
DD4 HH7 SS4,15
CC9 HH5 HA1,15
CJ10 DD3 CC2,15
HH6 DD2 SS7,15
SS7 HA1 SS7,15
HH2 DQ10 SS3,15
CC2 HH3 HK10,15
SK10 HH2 CC3,15
HK10 SS3 SS2,15
CC9 DA1 DD5,15
CC4 DQ10 DA1,15
SS4 SS10 CA1,15
CC5 CC3 HH7,15
DD7 HH5 SS3,15
CC2 HH7 HH6,15
SS4 HH3 CC8,15
SS2 SS3 DJ10,15
CC6 HH3 DD6,15
DD8 HH4 DD3,15
HH2 SS3 DJ10,15
CC4 HH2 SS9,15
DD4 DA1 DJ10,15
HH10 HH3 SS2,15
CC9 DD3 HH3,15
SS9 CC4 HH2,15
HH2 CC6 DD7,15
CK10 HA1 CC4,15
CJ10 DD4 CA1,15
CC2 HH10 SS3,15
CC9 HH4 DD2,15
DQ10 DA1 HH4,15
CA1 SS8 HH6,15
CC8 SS5 DD2,15
CC4 DA1 CQ10,15
SS4 SA1 HQ10,15
CC5 SS8 SS2,15
HA1 CC10 SS4,15
CC2 HJ10 SS3,15
HH6 HH7 CC2,15
CC4 HA1 HK10,15
HH7 DD2 HH6,15
DD8 CC2 HH5,15
SS6 SS7 SS2,15
CC7 SS4 CC4,15
DD2 CC8 CC5,15
DA1 HQ10 SS4,15
DD3 SS5 HH7,15
HH3 CK10 DD2,15
SS6 SS4 HH5,15
HH4 CC6 CC5,15
DD2 DD3 DQ10,15
SS2 HJ10 HH3,15
CC2 CC3 CJ10,15
DD3 DD7 CC5,15
CJ10 HH4 HA1,15
CC3 SS3 CK10,16
SS3 DD4 CC9,16
HH4 SS2 CK10,16
HJ10 HH2 CC4,16
SS3 HH9 DD4,16
SA1 CC5 CC10,16
SS8 HH7 SA1,16
CC8 SS7 CA1,16
DD2 DD8 DD6,16
SJ10 CC2 CC4,16
CC4 DD2 CK10,16
DD5 HH8 HH3,16
HH4 CC3 CC9,16
HH5 CC6 HH5,16
HH10 CC4 CC2,16
DA1 HH8 SS7,16
DD3 DD4 CC9,16
HH5 HH7 SS4,16
DD8 HH7 SA1,16
CC3 HH5 SS8,16
HH9 DD2 SS5,16
HA1 DD7 DD8,16
DK10 HH2 CC4,16
SS5 HH8 HH3,16
DQ10 CC4 HH2,16
HH4 HH8 HH4,16
HH5 CK10 SA1,16
SS2 SS7 HH7,16
DD5 DD9 CC2,16
DJ10 SS3 HH3,16
CC4 HQ10 HH2,16
CC4 DD2 HH10,16
CC8 CC5 SS3,16
HJ10 CC4 DD2,16
CC4 HH10 SS2,16
SK10 HA1 HH5,16
CC8 SA1 HH7,16
HH5 SS8 HH3,16
SS2 DD4 DK10,16
SS3 HH7 CC6,16
DD2 CC10 SS4,16
CC4 HH10 CC2,16
CC5 SA1 DK10,16
SA1 DJ10 HH5,16
SS5 SS3 HH8,16
HH5 HH9 SS2,16
DK10 DD5 HA1,16
SS4 DD2 DK10,16
HA1 SJ10 DD5,16
DQ10 CA1 CC5,16
CA1 CC5 CQ10,16
SS5 DD6 SS5,16
HH10 HH5 SA1,16
SJ10 HH3 CC3,16
SS5 DD10 CA1,16
CJ10 SS2 DD4,16
DK10 DD2 DD4,16
HA1 HH5 SK10,16
CC9 HH3 HH4,16
SS7 DD7 HH2,16
CQ10 SS4 CC2,16
HH5 CA1 HK10,16
DJ10 HH2 SS4,16
HK10 DD3 HH3,16
CC3 HJ10 HH3,16
CC2 CC7 HH7,16
DD8 HA1 DD7,16
SS4 HH2 CJ10,16
CC6 CC3 HH7,16
HA1 CC5 SS10,16
CK10 HH3 SS3,16
DD4 SS6 SS6,16
DJ10 DD3 HH3,16
CC6 HH8 DD2,16
DD5 SA1 SK10,16
SK10 CC2 HH4,16
DD10 HH2 DD4,16
CC8 HH5 CC3,16
SS4 HH10 DD2,16
HH4 SS6 HH6,16
CC3 HK10 SS3,16
CC3 CC3 HJ10,16
HH6 HH7 HH3,16
HH3 SS5 CC8,16
CA1 HH5 HH10,16
DJ10 CC3 HH3,16
CC4 DD5 HH7,16
SS10 SS4 CC2,16
HH2 CC10 HH4,16
DD4 HH8 DD4,16
DD7 DD3 HH6,16
DA1 HH5 CK10,16
SS5 HH4 DD7,16
SK10 HH3 DD3,16
DD2 DD7 DD7,16
CC8 HA1 DD7,16
DD6 HH6 DD4,16
SS3 SK10 HH3,16
HH4 CC2 SQ10,16
CC4 HH2 HK10,16
SS4 DD2 SQ10,16
CC4 SS2 HH10,16
SS7 CC2 SS7,16
HH4 SS2 DQ10,16
DD2 SS8 DD6,16
CC7 CA1 HH8,16
CC4 CC2 CQ10,16
DD2 CC4 DQ10,16
HA1 HH7 SS8,16
DA1 SS9 HH6,16
DD6 HH7 HH3,16
HH4 SS6 DD6,16
SS5 SS6 HH5,16
HH9 SS2 CC5,16
HA1 CQ10 SS5,16
SJ10 DD4 HH2,16
HH3 SS6 HH7,16
CC5 SJ10 SA1,16
DD6 HA1 CC9,16
SS2 SS4 SQ10,16
HH2 SS4 SQ10,16
HH2 CK10 SS4,16
SS4 CJ10 SS2,16
CC5 CA1 SS10,16
CC6 DD4 SS6,16
SS4 SJ10 HH2,16
HH3 CC5 CC8,16
DD4 DK10 SS2,16
HH5 DD2 CC9,16
SS6 CC3 DD7,16
DD9 SA1 SS6,16
CC4 CC4 DD8,16
SS5 DD9 SS2,16
SS2 SS9 HH5,16
HJ10 SS5 DA1,16
CC7 DD5 HH4,16
DD4 HJ10 SS2,16
SS4 SS8 HH4,16
HH5 CC5 HH6,16
DD10 HH5 SA1,16
CC4 HH2 SQ10,16
HA1 CQ10 HH5,16
DD7 SS5 HH4,16
DD6 DD6 SS4,16
HK10 SS5 CA1,16
CC7 CC7 DD2,16
SS6 DD7 HH3,16
CC6 DD4 SS6,16
HJ10 SS2 CC4,16
DD5 SA1 SJ10,16
DD8 HA1 CC7,16
DK10 SS2 CC4,16
DA1 DJ10 CC5,16
DA1 DD7 HH8,16
CC4 HH2 DJ10,16
SA1 HH8 DD7,16
CA1 CC5 HK10,16
CC6 HH4 SS6,16
HH6 HA1 HH9,16
CJ10 CC5 CA1,16
DD3 DD3 HK10,16
CC7 SA1 SS8,16
CC3 SJ10 DD3,16
HA1 SS5 DD10,16
DD5 SJ10 SA1,16
HH3 DD5 HH8,16
DD7 HA1 DD8,16
CC4 DD4 HH8,16
CK10 CC5 SA1,16
SS4 CC7 HH5,16
DD6 HH7 CC3,16
CC8 SS5 SS3,16
DJ10 CC5 CA1,16
HH4 DD2 HK10,16
CA1 CC5 HQ10,16
DD5 SS6 HH5,16
HH8 HH3 DD5,16
SS9 HH3 HH4,16
CC3 SS5 DD8,16
CC3 CC3 HQ10,16
CC3 CQ10 SS3,16
SK10 DD4 DD2,16
HH5 HH9 SS2,16
CC6 DD6 DD4,16
DD10 SS4 SS2,16
HH6 SS7 HH3,16
CC2 SS4 HQ10,16
SS7 SS5 HH4,16
SS5 SS2 DD9,16
CC9 DD5 DD2,16
DD2 HH4 HQ10,16
DQ10 HH5 SA1,16
DD6 HH7 DD3,16
HH5 HK10 CA1,16
CC5 CC6 HH5,16
DD9 HH4 HH3,16
HA1 CC10 SS5,16
DD3 CC3 HQ10,16
DD3 SS10 DD3,16
SS4 HK10 CC2,16
DD9 HA1 HH6,16
SS4 SS2 DJ10,16
SS3 DD7 HH6,16
HK10 HH5 HA1,16
DD3 DD6 CC7,16
DD4 HH9 DD3,16
SA1 DD8 DD7,16
HH3 DD3 SQ10,16
DD6 DA1 CC9,16
DD5 CQ10 SA1,16
DD7 SS7 CC2,16
DA1 CC10 DD5,16
SS2 DD5 SS9,16
HH4 DD10 CC2,16
HH3 HH5 HH8,16
SS8 SS4 SS4,16
SS7 DD4 DD5,16
DD5 HH6 CC5,16
SS2 DQ10 SS4,16
HA1 HH5 HQ10,16
SJ10 SS2 CC4,16
SS5 HH3 HH8,16
DD5 DA1 HH10,16
DD3 DD3 DD10,16
HH8 SS5 HH3,16
DD3 HH6 CC7,16
HH7 DD6 HH3,16
HH5 HA1 HH10,16
HH6 CC6 HH4,16
SS5 SK10 SA1,16
SA1 CC6 SS9,16
HH3 DD7 CC6,16
DJ10 DA1 HH5,16
DD6 SS6 DD4,16
SS3 CC4 DD9,16
CA1 DD5 DQ10,16
CC8 SS7 CA1,16
SS5 HH3 SS8,16
DD9 HH5 CC2,16
HH3 SS8 CC5,16
HH2 CC4 SQ10,16
HH5 HH8 CC3,16
HH8 HH5 HH3,16
HH8 SS5 CC3,16
HH4 CC2 CJ10,16
DD6 DD2 DD8,16
CC4 SS2 CC10,16
DD4 DD2 DJ10,16
CC3 SQ10 DD3,16
DD2 SS9 CC5,16
DJ10 HA1 DD5,16
DD4 SS3 SS9,16
CC9 CC6 CA1,16
SS2 CC4 DJ10,16
SS3 HH7 HH6,16
DD2 HH4 CC10,16
DD3 SS8 SS5,16
SS3 HH5 DD8,16
HH7 HH8 HA1,16
HH5 SS7 HH4,16
SS3 SS4 CC9,16
CC5 HH2 CC9,16
DD4 CJ10 DD2,16
DD9 SS4 DD3,16
CJ10 SS3 SS3,16
HH2 CC4 DD10,16
HH9 CC3 DD4,16
DD9 HH3 SS4,16
HH4 CC8 CC4,16
HH5 HA1 HQ10,16
CC4 CC10 CC2,16
CC7 DD7 DD2,16
DA1 DD9 HH6,16
HA1 CQ10 HH5,16
HH7 CC4 DD5,16
SS9 HA1 CC6,16
CC6 SS2 SS8,16
HH2 DD7 CC7,16
HA1 CQ10 SS5,16
DJ10 CC4 SS2,16
DD4 CC2 CQ10,16
CC5 CC4 CC7,16
CC4 DJ10 HH2,16
SQ10 CC5 HA1,16
SS2 CC4 CQ10,16
SS4 DD2 SS10,16
SS5 HK10 DA1,16
DJ10 CC3 SS3,16
DD7 HH7 CC2,16
CA1 CC5 CQ10,16
CC9 HH4 SS3,16
DA1 DD5 DQ10,16
HH5 HH5 HH6,16
HH4 SS3 SS9,16
CC3 DD10 HH3,16
CA1 HH5 SK10,16
SK10 CC5 SA1,16
SS2 HH6 HH8,16
CC5 DA1 HJ10,16
HA1 HH10 DD5,16
HK10 DD2 HH4,16
HJ10 CC3 CC3,16
DD2 HH9 SS5,16
CC4 CC4 HH8,16
CC7 CC6 HH3,16
SA1 DJ10 DD5,16
DD3 HH3 CK10,16
HA1 CC5 DD10,16
SS6 SS8 HH2,16
SS7 DD2 HH7,16
CC5 SS4 HH7,16
CC4 CC10 DD2,16
DD5 CC3 SS8,16
SS6 DD6 CC4,16
CC10 DD4 HH2,16
SS2 HH4 CC10,16
DD3 SQ10 HH3,16
HH7 DA1 CC8,16
DD9 SS2 SS5,16
CC3 SS9 CC4,16
DD10 HH3 HH3,16
CC7 CC6 HH3,16
SS6 HH7 HH3,16
CC2 DD5 DD9,16
DD7 CC8 SA1,16
DD8 DD7 HA1,16
SS4 CC3 CC9,16
DD9 CC3 HH4,16
DD6 HH5 SS5,16
CC5 HH10 CA1,16
CQ10 DD5 CA1,16
CC5 HH10 DA1,16
DD4 DD2 DD10,16
CC9 SS6 DA1,16
CK10 SS3 CC3,16
HH7 CC8 SA1,16
SS10 DD5 DA1,16
CC5 CC5 CC6,16
HH3 HK10 CC3,16
SS4 SQ10 DD2,16
CC7 DD4 HH5,16
HH9 CC3 HH4,16
CJ10 CC3 DD3,16
DD5 SS6 SS5,16
HH3 HH4 HH9,16
SS4 DD3 DD9,16
CC3 SS9 DD4,16
SS2 CJ10 DD4,16
CC4 SS2 CK10,16
SS2 DD6 CC8,16
DD7 SS5 CC4,16
DD2 CC4 SK10,16
SS5 DK10 HA1,16
SS3 HQ10 DD3,16
CJ10 SS4 HH2,16
CC6 CC4 CC6,16
CC2 DQ10 CC4,16
CC5 CC2 CC9,16
SS5 HA1 CC10,16
HH3 HH7 SS6,16
HH5 SQ10 CA1,16
DD5 HH10 HA1,16
CC2 CK10 SS4,16
HH6 DA1 SS9,16
CA1 HH5 DJ10,16
SS2 SS4 CJ10,16
CC3 CC5 SS8,16
HH5 CC4 HH7,16
HH3 SK10 HH3,16
CA1 HH10 HH5,16
HH4 CC10 HH2,16
HH8 HH4 CC4,16
HH3 CJ10 DD3,16
HH7 SS7 CC2,16
CC9 DD3 SS4,16
HH6 CC3 DD7,16
DJ10 HH3 CC3,16
CC8 DA1 CC7,16
DD3 DQ10 SS3,16
DD5 CC2 SS9,16
HH4 DD3 CC9,16
DD9 SS2 HH5,16
SS3 SS9 CC4,16
CA1 CC5 CK10,16
HH5 SA1 CQ10,16
DA1 CQ10 HH5,16
SS10 HH5 DA1,16
DD8 HH2 HH6,16
CC3 DJ10 SS3,16
CC5 SA1 SK10,16
CC4 HH2 SQ10,16
DA1 SS7 DD8,16
CC5 HH2 DD9,16
HH3 DD9 CC4,16
DK10 CC5 CA1,16
HH5 CC5 CC6,16
DD3 SK10 DD3,16
DD2 DQ10 DD4,16
CC5 DD9 SS2,16
SS9 HH6 CA1,16
HH4 HH9 DD3,16
CC6 DD3 DD7,16
HJ10 HH5 CA1,16
HH2 CC4 CJ10,16
DD5 CC6 CC5,16
SA1 SS10 HH5,16
HH4 CC10 DD2,16
CK10 HH2 HH4,16
SQ10 HH2 HH4,16
HK10 HH4 CC2,16
SS6 CC4 SS6,16
SS2 SJ10 CC4,16
HH9 SS4 SS3,16
HH8 SS5 SS3,16
HH6 DD3 DD7,16
DD10 SA1 DD5,16
DD4 HH10 SS2,16
CA1 CC5 SS10,16
HH2 HH5 SS9,16
CJ10 CC3 DD3,16
DD6 DD4 HH6,16
HH4 DK10 CC2,16
SS3 CC3 SJ10,16
DD5 HH9 DD2,16
DD2 CC10 DD4,16
SS6 SS5 SS5,16
SS8 SA1 DD7,16
CC7 CC8 CA1,16
HH5 HH5 CC6,16
SS2 CC9 CC5,16
DQ10 CC3 CC3,16
DD5 SS10 DA1,16
HH3 CC10 DD3,16
SS4 CC2 CQ10,16
DD10 SS3 CC3,16
CJ10 DD4 HH2,16
CC8 CC4 DD4,16
CC2 DD4 DQ10,16
HH2 DD5 SS9,16
HH3 HH6 DD7,16
HH5 CK10 CA1,16
HJ10 CC3 HH3,16
CC2 CC4 CQ10,16
SS7 SA1 SS8,16
CC7 HH3 CC6,16
HH8 SS6 DD2,16
SS5 SS6 DD5,16
DD5 DA1 SK10,16
CC3 SS5 CC8,16
CA1 CJ10 DD5,16
HH4 CJ10 SS2,16
SS5 SQ10 CA1,16
SS3 DD6 HH7,16
DD6 SS6 DD4,16
SS6 CC5 SS5,16
HH2 HJ10 HH4,16
SS4 HJ10 DD2,16
CC2 HH4 SJ10,16
SS2 DD4 DJ10,16
DD2 HH4 CJ10,16
SA1 HH8 SS7,16
HH2 SS4 DK10,16
CJ10 HH3 SS3,16
DD5 CC9 SS2,16
SS4 DD2 CK10,16
HH4 DD9 HH3,16
CC8 CC2 SS6,16
SA1 CJ10 CC5,16
CC4 CC8 CC4,16
HH6 DD3 SS7,16
SS4 SS6 DD6,16
HH4 DD5 HH7,16
HH7 DD2 CC7,16
HK10 CC3 CC3,16
HH2 HH5 CC9,16
HH7 DA1 CC8,16
DD8 DD3 CC5,16
DD5 CQ10 DA1,16
DD3 SS4 HH9,16
DD9 CA1 CC6,16
DD2 SQ10 DD4,16
DD3 HH3 HK10,16
HH6 CC9 SA1,16
CJ10 SS2 CC4,16
CC4 CJ10 SS2,16
HH8 CC3 HH5,16
CC9 CC6 SA1,16
DD3 CC3 HQ10,16
DQ10 DD3 DD3,16
DD3 SS3 SJ10,16
CC7 DA1 HH8,16
SS2 CC4 SQ10,16
SS5 DD9 SS2,16
CC2 CC6 HH8,16
CC10 CC5 HA1,16
CC9 CC4 DD3,16
SS2 DK10 HH4,16
DA1 DD5 HJ10,16
CC2 HH9 DD5,16
HH6 DD4 HH6,16
SQ10 DD5 CA1,16
DA1 HH5 DD10,16
SS10 DD5 HA1,16
HH5 DQ10 SA1,16
DD8 DD2 CC6,16
HH4 HH3 DD9,16
HH3 SS7 SS6,16
HH10 SS3 HH3,16
SA1 CC5 DJ10,16
DD4 HH2 HQ10,16
SS4 DK10 DD2,16
SS5 SA1 SS10,16
CC3 HH3 HQ10,16
DD7 HH7 CC2,16
CC3 CC10 SS3,16
CC3 CJ10 DD3,16
CC4 HH3 SS9,16
CC2 HQ10 CC4,16
CC5 SS9 CC2,16
DD8 DD4 HH4,16
SK10 HH3 DD3,16
CQ10 DD2 HH4,16
DD4 DD5 CC7,16
CJ10 HH5 DA1,16
SS4 DD6 SS6,16
SA1 SJ10 CC5,16
HH2 SK10 HH4,16
DK10 DD2 CC4,16
DD4 HH10 DD2,16
HK10 DA1 CC5,16
DD6 CC3 CC7,16
DD2 HH6 DD8,16
DA1 CJ10 DD5,16
HH3 HK10 SS3,16
HH2 SS10 DD4,16
DD2 DD7 CC7,16
HQ10 HH2 SS4,16
HQ10 DD4 SS2,16
HH2 DD4 SK10,16
SS5 DD9 DD2,16
CK10 DD4 CC2,16
DD3 HH3 DK10,16
HH5 DD8 CC3,16
DD3 DD10 CC3,16
DD9 DD3 CC4,16
SS7 SS5 SS4,16
DD2 SS8 DD6,16
HH9 DD3 DD4,16
DJ10 SS3 DD3,16
CC6 DA1 DD9,16
SS3 HH9 CC4,16
SS8 HH2 CC6,16
DJ10 SA1 CC6,17
DD7 HH5 SS5,17
CQ10 DD6 SA1,17
CC6 DA1 CK10,17
CC3 CC10 CC4,17
DD6 HK10 SA1,17
DD3 DD8 CC6,17
CC3 CC4 CQ10,17
DJ10 CC3 HH4,17
DD6 DD9 CC2,17
CC4 CQ10 CC3,17
CC7 HH3 HH7,17
DD3 CC4 HK10,17
DD8 SS4 DD5,17
SS4 CC9 SS4,17
CC8 DD8 SA1,17
SS5 DK10 DD2,17
DD6 SA1 CQ10,17
DD6 CC6 SS5,17
CC10 CC2 HH5,17
HH6 CK10 CA1,17
CC6 HJ10 DA1,17
HQ10 CC5 SS2,17
CC9 SS3 CC5,17
HH9 SA1 CC7,17
SS5 CC8 SS4,17
CC4 SS3 DJ10,17
DD4 SS7 SS6,17
SS6 CC2 HH9,17
HH3 HH4 DD10,17
DD6 DJ10 DA1,17
SQ10 CC2 HH5,17
SK10 DD2 SS5,17
CC6 SS8 SS3,17
DD2 HH9 DD6,17
HJ10 SS3 HH4,17
SS3 DD5 CC9,17
CJ10 SS6 SA1,17
HA1 CC7 CC9,17
SQ10 CC2 DD5,17
HH5 CC3 HH9,17
DD9 DD7 CA1,17
CC4 HH9 HH4,17
CC3 SS7 HH7,17
HH8 DD2 CC7,17
CC4 DD9 HH4,17
HH9 DD2 HH6,17
CQ10 CC3 SS4,17
CC3 DQ10 SS4,17
HH3 DD4 CK10,17
HH9 DD2 CC6,17
DD6 CC6 DD5,17
CC4 DJ10 CC3,17
HH4 HH8 HH5,17
DD10 DD3 HH4,17
CA1 HH8 SS8,17
CC10 DD2 CC5,17
CC2 DD6 DD9,17
DJ10 SS5 DD2,17
SS7 SA1 DD9,17
HH10 CC3 DD4,17
DD5 CC10 CC2,17
HH3 CC4 DD10,17
CC8 SS4 SS5,17
CC5 SS8 SS4,17
SS7 DD7 SS3,17
SA1 CC6 SK10,17
CC3 HH9 CC5,17
SQ10 SS2 HH5,17
CC6 DD8 DD3,17
DD7 DD6 CC4,17
DD2 SS5 SS10,17
HH4 CC3 DQ10,17
HH10 SS3 SS4,17
CC9 CC5 SS3,17
DD3 CC8 SS6,17
DD7 CC9 CA1,17
CC4 DK10 CC3,17
HH5 SS8 SS4,17
CC4 CC7 DD6,17
HH4 HH10 HH3,17
DD9 HH6 CC2,17
CC4 DD10 HH3,17
CK10 DD4 HH3,17
CC8 SS5 SS4,17
HH8 CC4 HH5,17
DA1 SS6 CJ10,17
HH7 DD6 CC4,17
HH5 DD4 HH8,17
SS5 HH8 CC4,17
SS9 CC4 SS4,17
DD4 DD4 CC9,17
SA1 DD7 SS9,17
SS7 DD9 CA1,17
CC7 CC3 HH7,17
CA1 SS6 SS10,17
SS6 HH2 HH9,17
CQ10 DD6 SA1,17
